,co2
21482,151.0
21483,157.0
21484,169.0
21485,154.0
21486,190.0
21487,199.0
21488,185.0
21489,146.0
21490,157.0
21491,160.0
21492,145.0
21493,158.0
21494,163.0
21495,182.0
21496,154.0
21497,129.0
21498,124.0
21499,120.0
21500,140.0
21501,140.0
21502,158.0
21503,182.0
21504,124.0
21505,120.0
21506,129.0
21507,140.0
21508,158.0
21509,181.0
21510,135.0
21511,156.0
21512,161.0
21513,140.0
21514,186.0
21515,198.0
21516,145.0
21517,158.0
21518,156.0
21519,150.0
21520,159.0
21521,158.0
21522,205.0
21523,166.0
21524,156.0
21525,188.0
21526,167.0
21527,158.0
21528,181.0
21529,130.0
21530,161.0
21531,135.0
21532,181.0
21533,198.0
21534,145.0
21535,158.0
21536,156.0
21537,150.0
21538,151.0
21539,188.0
21540,159.0
21541,162.0
21542,139.0
21543,135.0
21544,137.0
21545,167.0
21546,185.0
21547,139.0
21548,145.0
21549,228.0
21550,199.0
21551,153.0
21552,153.0
21553,204.0
21554,169.0
21555,206.0
21556,230.0
21557,253.0
21558,113.0
21559,116.0
21560,118.0
21561,121.0
21562,120.0
21563,127.0
21564,127.0
21565,113.0
21566,116.0
21567,113.0
21568,116.0
21569,118.0
21570,121.0
21571,120.0
21572,127.0
21573,127.0
21574,122.0
21575,116.0
21576,126.0
21577,119.0
21578,121.0
21579,124.0
21580,122.0
21581,121.0
21582,122.0
21583,122.0
21584,197.0
21585,217.0
21586,197.0
21587,217.0
21588,197.0
21589,217.0
21590,250.0
21591,250.0
21592,228.0
21593,228.0
21594,266.0
21595,237.0
21596,302.0
21597,302.0
21598,244.0
21599,244.0
21600,352.0
21601,233.0
21602,228.0
21603,248.0
21604,237.0
21605,222.0
21606,258.0
21607,222.0
21608,267.0
21609,223.0
21610,230.0
21611,223.0
21612,229.0
21613,249.0
21614,264.0
21615,238.0
21616,282.0
21617,275.0
21618,291.0
21619,220.0
21620,220.0
21621,254.0
21622,250.0
21623,214.0
21624,207.0
21625,244.0
21626,257.0
21627,184.0
21628,207.0
21629,202.0
21630,212.0
21631,207.0
21632,210.0
21633,210.0
21634,233.0
21635,229.0
21636,286.0
21637,229.0
21638,290.0
21639,233.0
21640,233.0
21641,209.0
21642,202.0
21643,212.0
21644,207.0
21645,210.0
21646,207.0
21647,231.0
21648,231.0
21649,286.0
21650,290.0
21651,231.0
21652,210.0
21653,195.0
21654,205.0
21655,220.0
21656,220.0
21657,228.0
21658,154.0
21659,174.0
21660,172.0
21661,160.0
21662,174.0
21663,184.0
21664,174.0
21665,167.0
21666,167.0
21667,184.0
21668,167.0
21669,148.0
21670,143.0
21671,148.0
21672,122.0
21673,122.0
21674,159.0
21675,170.0
21676,175.0
21677,173.0
21678,165.0
21679,165.0
21680,182.0
21681,166.0
21682,144.0
21683,174.0
21684,150.0
21685,249.0
21686,132.0
21687,131.0
21688,163.0
21689,166.0
21690,161.0
21691,144.0
21692,164.0
21693,171.0
21694,187.0
21695,172.0
21696,146.0
21697,149.0
21698,191.0
21699,221.0
21700,193.0
21701,224.0
21702,156.0
21703,158.0
21704,161.0
21705,163.0
21706,109.0
21707,109.0
21708,109.0
21709,221.0
21710,240.0
21711,243.0
21712,238.0
21713,291.0
21714,292.0
21715,282.0
21716,387.0
21717,248.0
21718,104.0
21719,202.0
21720,212.0
21721,185.0
21722,173.0
21723,178.0
21724,184.0
21725,179.0
21726,167.0
21727,178.0
21728,127.0
21729,141.0
21730,136.0
21731,119.0
21732,119.0
21733,170.0
21734,139.0
21735,144.0
21736,139.0
21737,144.0
21738,161.0
21739,184.0
21740,197.0
21741,214.0
21742,209.0
21743,197.0
21744,209.0
21745,168.0
21746,185.0
21747,194.0
21748,160.0
21749,228.0
21750,138.0
21751,140.0
21752,125.0
21753,127.0
21754,125.0
21755,127.0
21756,115.0
21757,115.0
21758,127.0
21759,139.0
21760,144.0
21761,127.0
21762,139.0
21763,144.0
21764,115.0
21765,119.0
21766,124.0
21767,115.0
21768,119.0
21769,124.0
21770,142.0
21771,180.0
21772,185.0
21773,146.0
21774,180.0
21775,179.0
21776,185.0
21777,179.0
21778,185.0
21779,134.0
21780,137.0
21781,146.0
21782,139.0
21783,124.0
21784,124.0
21785,124.0
21786,124.0
21787,166.0
21788,149.0
21789,163.0
21790,142.0
21791,130.0
21792,134.0
21793,137.0
21794,146.0
21795,139.0
21796,124.0
21797,124.0
21798,124.0
21799,124.0
21800,166.0
21801,149.0
21802,142.0
21803,132.0
21804,135.0
21805,154.0
21806,175.0
21807,173.0
21808,187.0
21809,143.0
21810,190.0
21811,187.0
21812,135.0
21813,154.0
21814,161.0
21815,161.0
21816,187.0
21817,140.0
21818,187.0
21819,190.0
21820,230.0
21821,130.0
21822,130.0
21823,151.0
21824,151.0
21825,151.0
21826,168.0
21827,158.0
21828,156.0
21829,163.0
21830,161.0
21831,161.0
21832,158.0
21833,156.0
21834,158.0
21835,163.0
21836,163.0
21837,138.0
21838,135.0
21839,138.0
21840,135.0
21841,138.0
21842,185.0
21843,194.0
21844,185.0
21845,199.0
21846,190.0
21847,197.0
21848,187.0
21849,202.0
21850,192.0
21851,197.0
21852,185.0
21853,202.0
21854,190.0
21855,190.0
21856,165.0
21857,162.0
21858,157.0
21859,192.0
21860,165.0
21861,159.0
21862,192.0
21863,162.0
21864,157.0
21865,157.0
21866,216.0
21867,218.0
21868,216.0
21869,223.0
21870,221.0
21871,228.0
21872,130.0
21873,130.0
21874,146.0
21875,146.0
21876,161.0
21877,158.0
21878,156.0
21879,158.0
21880,163.0
21881,135.0
21882,138.0
21883,135.0
21884,138.0
21885,178.0
21886,187.0
21887,182.0
21888,192.0
21889,175.0
21890,187.0
21891,180.0
21892,192.0
21893,159.0
21894,157.0
21895,159.0
21896,189.0
21897,157.0
21898,189.0
21899,218.0
21900,216.0
21901,226.0
21902,223.0
21903,175.0
21904,187.0
21905,165.0
21906,194.0
21907,167.0
21908,194.0
21909,228.0
21910,230.0
21911,197.0
21912,204.0
21913,175.0
21914,182.0
21915,187.0
21916,162.0
21917,194.0
21918,165.0
21919,194.0
21920,228.0
21921,230.0
21922,197.0
21923,204.0
21924,190.0
21925,180.0
21926,180.0
21927,189.0
21928,162.0
21929,165.0
21930,192.0
21931,159.0
21932,162.0
21933,214.0
21934,216.0
21935,194.0
21936,199.0
21937,197.0
21938,202.0
21939,269.0
21940,254.0
21941,257.0
21942,189.0
21943,194.0
21944,180.0
21945,159.0
21946,189.0
21947,162.0
21948,192.0
21949,159.0
21950,162.0
21951,214.0
21952,216.0
21953,194.0
21954,199.0
21955,197.0
21956,202.0
21957,269.0
21958,254.0
21959,257.0
21960,189.0
21961,194.0
21962,124.0
21963,146.0
21964,185.0
21965,124.0
21966,144.0
21967,146.0
21968,185.0
21969,175.0
21970,190.0
21971,175.0
21972,173.0
21973,182.0
21974,185.0
21975,173.0
21976,180.0
21977,175.0
21978,157.0
21979,184.0
21980,189.0
21981,192.0
21982,162.0
21983,159.0
21984,189.0
21985,159.0
21986,186.0
21987,157.0
21988,154.0
21989,162.0
21990,159.0
21991,157.0
21992,154.0
21993,211.0
21994,214.0
21995,206.0
21996,209.0
21997,192.0
21998,262.0
21999,180.0
22000,197.0
22001,187.0
22002,199.0
22003,190.0
22004,192.0
22005,180.0
22006,194.0
22007,182.0
22008,269.0
22009,252.0
22010,250.0
22011,250.0
22012,247.0
22013,247.0
22014,262.0
22015,194.0
22016,186.0
22017,192.0
22018,186.0
22019,173.0
22020,182.0
22021,175.0
22022,180.0
22023,173.0
22024,184.0
22025,154.0
22026,159.0
22027,192.0
22028,157.0
22029,189.0
22030,157.0
22031,189.0
22032,154.0
22033,186.0
22034,154.0
22035,159.0
22036,157.0
22037,157.0
22038,154.0
22039,211.0
22040,206.0
22041,214.0
22042,209.0
22043,180.0
22044,192.0
22045,190.0
22046,199.0
22047,182.0
22048,194.0
22049,187.0
22050,197.0
22051,180.0
22052,192.0
22053,262.0
22054,250.0
22055,247.0
22056,269.0
22057,252.0
22058,250.0
22059,186.0
22060,186.0
22061,194.0
22062,192.0
22063,205.0
22064,224.0
22065,224.0
22066,202.0
22067,169.0
22068,180.0
22069,194.0
22070,143.0
22071,210.0
22072,224.0
22073,181.0
22074,198.0
22075,158.0
22076,194.0
22077,194.0
22078,219.0
22079,148.0
22080,159.0
22081,165.0
22082,169.0
22083,169.0
22084,174.0
22085,174.0
22086,159.0
22087,180.0
22088,153.0
22089,132.0
22090,143.0
22091,143.0
22092,156.0
22093,159.0
22094,159.0
22095,145.0
22096,145.0
22097,169.0
22098,156.0
22099,188.0
22100,189.0
22101,188.0
22102,194.0
22103,255.0
22104,231.0
22105,172.0
22106,172.0
22107,172.0
22108,171.0
22109,191.0
22110,159.0
22111,164.0
22112,143.0
22113,148.0
22114,145.0
22115,164.0
22116,174.0
22117,153.0
22118,158.0
22119,169.0
22120,169.0
22121,174.0
22122,174.0
22123,165.0
22124,156.0
22125,159.0
22126,137.0
22127,138.0
22128,160.0
22129,160.0
22130,148.0
22131,148.0
22132,188.0
22133,189.0
22134,187.0
22135,192.0
22136,159.0
22137,199.0
22138,202.0
22139,218.0
22140,214.0
22141,160.0
22142,181.0
22143,184.0
22144,173.0
22145,242.0
22146,182.0
22147,190.0
22148,157.0
22149,197.0
22150,197.0
22151,209.0
22152,159.0
22153,178.0
22154,181.0
22155,160.0
22156,214.0
22157,240.0
22158,181.0
22159,153.0
22160,156.0
22161,197.0
22162,213.0
22163,177.0
22164,182.0
22165,174.0
22166,180.0
22167,156.0
22168,158.0
22169,177.0
22170,169.0
22171,194.0
22172,212.0
22173,238.0
22174,179.0
22175,148.0
22176,151.0
22177,193.0
22178,206.0
22179,174.0
22180,177.0
22181,172.0
22182,175.0
22183,153.0
22184,156.0
22185,172.0
22186,160.0
22187,193.0
22188,207.0
22189,233.0
22190,259.0
22191,288.0
22192,310.0
22193,348.0
22194,134.0
22195,140.0
22196,179.0
22197,157.0
22198,152.0
22199,129.0
22200,119.0
22201,119.0
22202,165.0
22203,186.0
22204,132.0
22205,225.0
22206,247.0
22207,172.0
22208,196.0
22209,223.0
22210,250.0
22211,175.0
22212,180.0
22213,275.0
22214,267.0
22215,278.0
22216,283.0
22217,324.0
22218,346.0
22219,179.0
22220,176.0
22221,193.0
22222,156.0
22223,158.0
22224,158.0
22225,172.0
22226,177.0
22227,159.0
22228,161.0
22229,182.0
22230,174.0
22231,219.0
22232,243.0
22233,257.0
22234,221.0
22235,219.0
22236,251.0
22237,221.0
22238,257.0
22239,303.0
22240,243.0
22241,251.0
22242,257.0
22243,262.0
22244,243.0
22245,251.0
22246,262.0
22247,243.0
22248,254.0
22249,262.0
22250,275.0
22251,257.0
22252,254.0
22253,262.0
22254,243.0
22255,254.0
22256,262.0
22257,275.0
22258,257.0
22259,254.0
22260,262.0
22261,214.0
22262,221.0
22263,211.0
22264,211.0
22265,251.0
22266,219.0
22267,221.0
22268,217.0
22269,224.0
22270,224.0
22271,227.0
22272,259.0
22273,227.0
22274,229.0
22275,253.0
22276,214.0
22277,221.0
22278,211.0
22279,211.0
22280,251.0
22281,219.0
22282,221.0
22283,240.0
22284,214.0
22285,221.0
22286,211.0
22287,211.0
22288,251.0
22289,219.0
22290,221.0
22291,240.0
22292,167.0
22293,129.0
22294,174.0
22295,174.0
22296,151.0
22297,200.0
22298,214.0
22299,182.0
22300,208.0
22301,224.0
22302,215.0
22303,229.0
22304,193.0
22305,217.0
22306,234.0
22307,171.0
22308,129.0
22309,172.0
22310,177.0
22311,177.0
22312,154.0
22313,217.0
22314,184.0
22315,208.0
22316,227.0
22317,208.0
22318,159.0
22319,228.0
22320,176.0
22321,212.0
22322,227.0
22323,174.0
22324,199.0
22325,217.0
22326,234.0
22327,174.0
22328,199.0
22329,252.0
22330,259.0
22331,220.0
22332,234.0
22333,167.0
22334,189.0
22335,223.0
22336,244.0
22337,234.0
22338,255.0
22339,169.0
22340,193.0
22341,284.0
22342,171.0
22343,132.0
22344,172.0
22345,177.0
22346,177.0
22347,154.0
22348,203.0
22349,217.0
22350,184.0
22351,208.0
22352,227.0
22353,215.0
22354,169.0
22355,240.0
22356,183.0
22357,217.0
22358,237.0
22359,179.0
22360,214.0
22361,231.0
22362,220.0
22363,234.0
22364,209.0
22365,219.0
22366,237.0
22367,255.0
22368,241.0
22369,179.0
22370,194.0
22371,219.0
22372,209.0
22373,256.0
22374,264.0
22375,226.0
22376,239.0
22377,244.0
22378,266.0
22379,201.0
22380,224.0
22381,281.0
22382,281.0
22383,219.0
22384,239.0
22385,239.0
22386,322.0
22387,322.0
22388,194.0
22389,153.0
22390,157.0
22391,211.0
22392,179.0
22393,157.0
22394,187.0
22395,218.0
22396,179.0
22397,192.0
22398,208.0
22399,260.0
22400,270.0
22401,286.0
22402,183.0
22403,159.0
22404,190.0
22405,220.0
22406,181.0
22407,194.0
22408,210.0
22409,262.0
22410,272.0
22411,288.0
22412,221.0
22413,179.0
22414,273.0
22415,289.0
22416,218.0
22417,179.0
22418,208.0
22419,260.0
22420,270.0
22421,286.0
22422,202.0
22423,165.0
22424,207.0
22425,295.0
22426,221.0
22427,179.0
22428,273.0
22429,289.0
22430,218.0
22431,179.0
22432,208.0
22433,262.0
22434,272.0
22435,288.0
22436,394.0
22437,421.0
22438,368.0
22439,389.0
22440,388.0
22441,358.0
22442,360.0
22443,358.0
22444,360.0
22445,154.0
22446,171.0
22447,183.0
22448,158.0
22449,174.0
22450,179.0
22451,119.0
22452,135.0
22453,177.0
22454,192.0
22455,143.0
22456,154.0
22457,173.0
22458,156.0
22459,151.0
22460,186.0
22461,209.0
22462,182.0
22463,250.0
22464,224.0
22465,174.0
22466,180.0
22467,134.0
22468,148.0
22469,139.0
22470,182.0
22471,181.0
22472,154.0
22473,171.0
22474,183.0
22475,158.0
22476,176.0
22477,179.0
22478,119.0
22479,138.0
22480,177.0
22481,194.0
22482,146.0
22483,154.0
22484,173.0
22485,156.0
22486,154.0
22487,189.0
22488,212.0
22489,182.0
22490,250.0
22491,228.0
22492,199.0
22493,202.0
22494,216.0
22495,154.0
22496,193.0
22497,194.0
22498,154.0
22499,164.0
22500,179.0
22501,154.0
22502,186.0
22503,194.0
22504,209.0
22505,226.0
22506,214.0
22507,194.0
22508,179.0
22509,182.0
22510,198.0
22511,222.0
22512,228.0
22513,252.0
22514,252.0
22515,192.0
22516,199.0
22517,216.0
22518,152.0
22519,193.0
22520,191.0
22521,151.0
22522,164.0
22523,177.0
22524,154.0
22525,184.0
22526,194.0
22527,209.0
22528,224.0
22529,214.0
22530,192.0
22531,179.0
22532,179.0
22533,198.0
22534,219.0
22535,225.0
22536,250.0
22537,252.0
22538,169.0
22539,179.0
22540,191.0
22541,207.0
22542,219.0
22543,288.0
22544,162.0
22545,178.0
22546,192.0
22547,194.0
22548,233.0
22549,229.0
22550,259.0
22551,189.0
22552,197.0
22553,199.0
22554,225.0
22555,209.0
22556,209.0
22557,231.0
22558,215.0
22559,225.0
22560,233.0
22561,229.0
22562,257.0
22563,259.0
22564,259.0
22565,159.0
22566,178.0
22567,187.0
22568,194.0
22569,231.0
22570,229.0
22571,257.0
22572,184.0
22573,192.0
22574,194.0
22575,222.0
22576,207.0
22577,209.0
22578,231.0
22579,213.0
22580,222.0
22581,231.0
22582,229.0
22583,255.0
22584,259.0
22585,257.0
22586,199.0
22587,227.0
22588,224.0
22589,237.0
22590,237.0
22591,262.0
22592,259.0
22593,259.0
22594,249.0
22595,249.0
22596,334.0
22597,353.0
22598,230.0
22599,222.0
22600,232.0
22601,262.0
22602,262.0
22603,267.0
22604,197.0
22605,204.0
22606,175.0
22607,172.0
22608,199.0
22609,199.0
22610,223.0
22611,209.0
22612,262.0
22613,229.0
22614,259.0
22615,191.0
22616,188.0
22617,169.0
22618,172.0
22619,179.0
22620,154.0
22621,144.0
22622,176.0
22623,183.0
22624,219.0
22625,220.0
22626,279.0
22627,304.0
22628,309.0
22629,294.0
22630,349.0
22631,325.0
22632,194.0
22633,190.0
22634,324.0
22635,334.0
22636,322.0
22637,217.0
22638,321.0
22639,317.0
22640,321.0
22641,286.0
22642,289.0
22643,286.0
22644,319.0
22645,309.0
22646,319.0
22647,183.0
22648,183.0
22649,247.0
22650,224.0
22651,186.0
22652,186.0
22653,250.0
22654,227.0
22655,465.0
22656,465.0
22657,465.0
22658,465.0
22659,465.0
22660,410.0
22661,410.0
22662,410.0
22663,396.0
22664,396.0
22665,396.0
22666,396.0
22667,139.0
22668,152.0
22669,139.0
22670,152.0
22671,119.0
22672,144.0
22673,119.0
22674,144.0
22675,140.0
22676,148.0
22677,140.0
22678,148.0
22679,149.0
22680,158.0
22681,128.0
22682,144.0
22683,128.0
22684,144.0
22685,134.0
22686,148.0
22687,128.0
22688,144.0
22689,152.0
22690,150.0
22691,152.0
22692,150.0
22693,158.0
22694,163.0
22695,138.0
22696,148.0
22697,138.0
22698,148.0
22699,138.0
22700,148.0
22701,195.0
22702,195.0
22703,190.0
22704,190.0
22705,197.0
22706,198.0
22707,197.0
22708,198.0
22709,224.0
22710,225.0
22711,220.0
22712,221.0
22713,123.0
22714,125.0
22715,142.0
22716,152.0
22717,144.0
22718,156.0
22719,140.0
22720,153.0
22721,145.0
22722,128.0
22723,128.0
22724,128.0
22725,144.0
22726,131.0
22727,146.0
22728,157.0
22729,165.0
22730,151.0
22731,156.0
22732,146.0
22733,156.0
22734,148.0
22735,160.0
22736,164.0
22737,176.0
22738,155.0
22739,169.0
22740,155.0
22741,169.0
22742,158.0
22743,172.0
22744,181.0
22745,187.0
22746,170.0
22747,170.0
22748,170.0
22749,170.0
22750,173.0
22751,173.0
22752,170.0
22753,181.0
22754,160.0
22755,175.0
22756,160.0
22757,175.0
22758,163.0
22759,176.0
22760,185.0
22761,187.0
22762,173.0
22763,173.0
22764,173.0
22765,173.0
22766,175.0
22767,178.0
22768,177.0
22769,177.0
22770,178.0
22771,226.0
22772,226.0
22773,218.0
22774,221.0
22775,218.0
22776,221.0
22777,222.0
22778,223.0
22779,309.0
22780,293.0
22781,295.0
22782,285.0
22783,295.0
22784,285.0
22785,136.0
22786,149.0
22787,140.0
22788,154.0
22789,174.0
22790,178.0
22791,183.0
22792,184.0
22793,165.0
22794,172.0
22795,171.0
22796,176.0
22797,176.0
22798,178.0
22799,183.0
22800,184.0
22801,170.0
22802,176.0
22803,176.0
22804,180.0
22805,182.0
22806,178.0
22807,187.0
22808,184.0
22809,178.0
22810,182.0
22811,250.0
22812,232.0
22813,260.0
22814,246.0
22815,267.0
22816,254.0
22817,344.0
22818,357.0
22819,348.0
22820,361.0
22821,198.0
22822,192.0
22823,188.0
22824,184.0
22825,190.0
22826,183.0
22827,299.0
22828,258.0
22829,279.0
22830,249.0
22831,352.0
22832,366.0
22833,342.0
22834,357.0
22835,210.0
22836,241.0
22837,212.0
22838,242.0
22839,267.0
22840,268.0
22841,271.0
22842,272.0
22843,327.0
22844,327.0
22845,172.0
22846,178.0
22847,224.0
22848,228.0
22849,196.0
22850,206.0
22851,208.0
22852,233.0
22853,214.0
22854,216.0
22855,244.0
22856,286.0
22857,217.0
22858,220.0
22859,262.0
22860,176.0
22861,197.0
22862,202.0
22863,199.0
22864,207.0
22865,207.0
22866,209.0
22867,204.0
22868,211.0
22869,292.0
22870,292.0
22871,164.0
22872,194.0
22873,197.0
22874,216.0
22875,202.0
22876,218.0
22877,245.0
22878,259.0
22879,194.0
22880,164.0
22881,151.0
22882,179.0
22883,197.0
22884,216.0
22885,202.0
22886,218.0
22887,197.0
22888,216.0
22889,245.0
22890,259.0
22891,167.0
22892,189.0
22893,156.0
22894,182.0
22895,197.0
22896,222.0
22897,199.0
22898,229.0
22899,197.0
22900,222.0
22901,254.0
22902,274.0
22903,284.0
22904,278.0
22905,269.0
22906,275.0
22907,383.0
22908,383.0
22909,332.0
22910,310.0
22911,396.0
22912,317.0
22913,331.0
22914,295.0
22915,314.0
22916,258.0
22917,314.0
22918,132.0
22919,132.0
22920,132.0
22921,132.0
22922,140.0
22923,152.0
22924,195.0
22925,197.0
22926,197.0
22927,225.0
22928,197.0
22929,225.0
22930,217.0
22931,205.0
22932,169.0
22933,169.0
22934,210.0
22935,153.0
22936,153.0
22937,165.0
22938,169.0
22939,171.0
22940,171.0
22941,178.0
22942,195.0
22943,181.0
22944,183.0
22945,183.0
22946,210.0
22947,119.0
22948,132.0
22949,137.0
22950,137.0
22951,191.0
22952,234.0
22953,215.0
22954,220.0
22955,260.0
22956,265.0
22957,288.0
22958,295.0
22959,330.0
22960,335.0
22961,250.0
22962,243.0
22963,264.0
22964,250.0
22965,243.0
22966,264.0
22967,225.0
22968,304.0
22969,302.0
22970,177.0
22971,223.0
22972,246.0
22973,223.0
22974,240.0
22975,185.0
22976,170.0
22977,211.0
22978,183.0
22979,248.0
22980,234.0
22981,203.0
22982,221.0
22983,246.0
22984,277.0
22985,284.0
22986,228.0
22987,250.0
22988,284.0
22989,377.0
22990,177.0
22991,202.0
22992,207.0
22993,180.0
22994,206.0
22995,214.0
22996,263.0
22997,255.0
22998,296.0
22999,275.0
23000,268.0
23001,263.0
23002,270.0
23003,371.0
23004,381.0
23005,175.0
23006,143.0
23007,143.0
23008,177.0
23009,108.0
23010,109.0
23011,138.0
23012,113.0
23013,143.0
23014,130.0
23015,119.0
23016,151.0
23017,163.0
23018,143.0
23019,115.0
23020,145.0
23021,148.0
23022,135.0
23023,115.0
23024,120.0
23025,155.0
23026,172.0
23027,148.0
23028,125.0
23029,163.0
23030,160.0
23031,153.0
23032,128.0
23033,120.0
23034,125.0
23035,120.0
23036,180.0
23037,169.0
23038,175.0
23039,145.0
23040,193.0
23041,182.0
23042,200.0
23043,155.0
23044,150.0
23045,190.0
23046,195.0
23047,159.0
23048,211.0
23049,190.0
23050,139.0
23051,145.0
23052,158.0
23053,189.0
23054,206.0
23055,175.0
23056,230.0
23057,266.0
23058,182.0
23059,188.0
23060,213.0
23061,229.0
23062,218.0
23063,191.0
23064,194.0
23065,191.0
23066,196.0
23067,198.0
23068,198.0
23069,200.0
23070,155.0
23071,150.0
23072,190.0
23073,195.0
23074,159.0
23075,211.0
23076,190.0
23077,149.0
23078,150.0
23079,188.0
23080,192.0
23081,189.0
23082,191.0
23083,157.0
23084,160.0
23085,212.0
23086,214.0
23087,198.0
23088,200.0
23089,172.0
23090,175.0
23091,223.0
23092,225.0
23093,136.0
23094,135.0
23095,172.0
23096,205.0
23097,310.0
23098,309.0
23099,277.0
23100,310.0
23101,309.0
23102,277.0
23103,316.0
23104,317.0
23105,312.0
23106,316.0
23107,317.0
23108,312.0
23109,350.0
23110,114.0
23111,140.0
23112,140.0
23113,169.0
23114,176.0
23115,118.0
23116,137.0
23117,151.0
23118,137.0
23119,151.0
23120,145.0
23121,157.0
23122,186.0
23123,185.0
23124,201.0
23125,201.0
23126,191.0
23127,190.0
23128,185.0
23129,170.0
23130,211.0
23131,177.0
23132,191.0
23133,160.0
23134,250.0
23135,228.0
23136,283.0
23137,488.0
23138,360.0
23139,415.0
23140,470.0
23141,345.0
23142,345.0
23143,119.0
23144,118.0
23145,110.0
23146,149.0
23147,140.0
23148,158.0
23149,156.0
23150,158.0
23151,156.0
23152,167.0
23153,129.0
23154,119.0
23155,129.0
23156,149.0
23157,139.0
23158,148.0
23159,145.0
23160,137.0
23161,178.0
23162,174.0
23163,153.0
23164,163.0
23165,160.0
23166,193.0
23167,199.0
23168,190.0
23169,139.0
23170,119.0
23171,139.0
23172,142.0
23173,155.0
23174,134.0
23175,154.0
23176,204.0
23177,173.0
23178,135.0
23179,133.0
23180,127.0
23181,114.0
23182,154.0
23183,156.0
23184,191.0
23185,198.0
23186,196.0
23187,196.0
23188,194.0
23189,198.0
23190,196.0
23191,173.0
23192,174.0
23193,139.0
23194,147.0
23195,145.0
23196,119.0
23197,176.0
23198,154.0
23199,153.0
23200,116.0
23201,177.0
23202,157.0
23203,159.0
23204,179.0
23205,184.0
23206,159.0
23207,184.0
23208,157.0
23209,157.0
23210,157.0
23211,157.0
23212,119.0
23213,115.0
23214,119.0
23215,115.0
23216,118.0
23217,114.0
23218,118.0
23219,114.0
23220,167.0
23221,167.0
23222,167.0
23223,167.0
23224,137.0
23225,139.0
23226,139.0
23227,169.0
23228,189.0
23229,169.0
23230,189.0
23231,154.0
23232,154.0
23233,154.0
23234,144.0
23235,144.0
23236,147.0
23237,147.0
23238,147.0
23239,147.0
23240,154.0
23241,224.0
23242,164.0
23243,126.0
23244,124.0
23245,169.0
23246,169.0
23247,143.0
23248,171.0
23249,189.0
23250,159.0
23251,149.0
23252,149.0
23253,159.0
23254,169.0
23255,199.0
23256,179.0
23257,156.0
23258,154.0
23259,149.0
23260,120.0
23261,157.0
23262,181.0
23263,119.0
23264,165.0
23265,165.0
23266,166.0
23267,197.0
23268,197.0
23269,196.0
23270,165.0
23271,165.0
23272,196.0
23273,179.0
23274,235.0
23275,141.0
23276,147.0
23277,150.0
23278,154.0
23279,182.0
23280,165.0
23281,169.0
23282,172.0
23283,172.0
23284,177.0
23285,177.0
23286,151.0
23287,149.0
23288,151.0
23289,156.0
23290,142.0
23291,149.0
23292,154.0
23293,139.0
23294,189.0
23295,189.0
23296,189.0
23297,189.0
23298,189.0
23299,189.0
23300,156.0
23301,189.0
23302,156.0
23303,189.0
23304,165.0
23305,165.0
23306,223.0
23307,223.0
23308,222.0
23309,222.0
23310,164.0
23311,164.0
23312,194.0
23313,194.0
23314,193.0
23315,164.0
23316,164.0
23317,193.0
23318,176.0
23319,232.0
23320,224.0
23321,163.0
23322,172.0
23323,208.0
23324,215.0
23325,208.0
23326,189.0
23327,200.0
23328,176.0
23329,189.0
23330,189.0
23331,200.0
23332,145.0
23333,145.0
23334,214.0
23335,223.0
23336,218.0
23337,214.0
23338,204.0
23339,213.0
23340,202.0
23341,208.0
23342,155.0
23343,155.0
23344,230.0
23345,237.0
23346,229.0
23347,230.0
23348,139.0
23349,139.0
23350,152.0
23351,158.0
23352,156.0
23353,160.0
23354,152.0
23355,158.0
23356,156.0
23357,160.0
23358,135.0
23359,140.0
23360,135.0
23361,140.0
23362,109.0
23363,215.0
23364,215.0
23365,152.0
23366,158.0
23367,152.0
23368,160.0
23369,152.0
23370,160.0
23371,134.0
23372,138.0
23373,138.0
23374,192.0
23375,195.0
23376,173.0
23377,192.0
23378,195.0
23379,173.0
23380,192.0
23381,195.0
23382,173.0
23383,177.0
23384,190.0
23385,167.0
23386,177.0
23387,190.0
23388,167.0
23389,177.0
23390,190.0
23391,167.0
23392,129.0
23393,137.0
23394,139.0
23395,137.0
23396,139.0
23397,236.0
23398,236.0
23399,327.0
23400,346.0
23401,327.0
23402,346.0
23403,146.0
23404,165.0
23405,131.0
23406,145.0
23407,128.0
23408,182.0
23409,193.0
23410,203.0
23411,236.0
23412,247.0
23413,130.0
23414,141.0
23415,159.0
23416,118.0
23417,118.0
23418,143.0
23419,160.0
23420,245.0
23421,139.0
23422,119.0
23423,124.0
23424,145.0
23425,152.0
23426,165.0
23427,125.0
23428,155.0
23429,119.0
23430,145.0
23431,152.0
23432,165.0
23433,128.0
23434,159.0
23435,145.0
23436,140.0
23437,174.0
23438,198.0
23439,198.0
23440,215.0
23441,190.0
23442,212.0
23443,218.0
23444,252.0
23445,190.0
23446,200.0
23447,163.0
23448,191.0
23449,241.0
23450,190.0
23451,194.0
23452,184.0
23453,210.0
23454,187.0
23455,237.0
23456,179.0
23457,208.0
23458,249.0
23459,259.0
23460,294.0
23461,274.0
23462,214.0
23463,249.0
23464,254.0
23465,330.0
23466,289.0
23467,269.0
23468,289.0
23469,269.0
23470,269.0
23471,269.0
23472,269.0
23473,294.0
23474,294.0
23475,154.0
23476,149.0
23477,164.0
23478,164.0
23479,159.0
23480,159.0
