,co2
9119,293
9120,230
9121,284
9122,297
9123,310
9124,220
9125,278
9126,476
9127,472
9128,472
9129,469
9130,396
9131,192
9132,192
9133,219
9134,243
9135,283
9136,283
9137,298
9138,295
9139,274
9140,276
9141,348
9142,317
9143,206
9144,209
9145,230
9146,157
9147,167
9148,162
9149,209
9150,204
9151,204
9152,242
9153,235
9154,264
9155,274
9156,192
9157,192
9158,350
9159,219
9160,243
9161,283
9162,283
9163,295
9164,295
9165,274
9166,274
9167,314
9168,346
9169,206
9170,209
9171,230
9172,157
9173,164
9174,159
9175,204
9176,204
9177,240
9178,233
9179,264
9180,271
9181,192
9182,192
9183,192
9184,192
9185,350
9186,286
9187,288
9188,226
9189,324
9190,322
9191,348
9192,346
9193,343
9194,144
9195,146
9196,119
9197,144
9198,228
9199,170
9200,170
9201,194
9202,190
9203,214
9204,192
9205,218
9206,176
9207,143
9208,146
9209,190
9210,202
9211,202
9212,211
9213,202
9214,202
9215,223
9216,230
9217,157
9218,154
9219,152
9220,170
9221,194
9222,180
9223,192
9224,233
9225,228
9226,192
9227,192
9228,216
9229,238
9230,192
9231,192
9232,271
9233,262
9234,187
9235,199
9236,202
9237,199
9238,209
9239,202
9240,223
9241,223
9242,228
9243,149
9244,151
9245,157
9246,152
9247,167
9248,194
9249,175
9250,192
9251,233
9252,226
9253,192
9254,192
9255,213
9256,235
9257,189
9258,254
9259,269
9260,262
9261,286
9262,298
9263,314
9264,314
9265,262
9266,243
9267,310
9268,310
9269,319
9270,322
9271,235
9272,233
9273,235
9274,235
9275,288
9276,228
9277,226
9278,199
9279,230
9280,228
9281,495
9282,495
9283,495
9284,456
9285,443
9286,443
9287,194
9288,172
9289,177
9290,196
9291,170
9292,190
9293,203
9294,190
9295,180
9296,196
9297,180
9298,196
9299,185
9300,199
9301,180
9302,194
9303,225
9304,236
9305,213
9306,226
9307,153
9308,185
9309,158
9310,190
9311,213
9312,226
9313,230
9314,153
9315,185
9316,230
9317,239
9318,230
9319,217
9320,229
9321,217
9322,217
9323,229
9324,217
9325,221
9326,232
9327,221
9328,215
9329,227
9330,215
9331,229
9332,244
9333,229
9334,218
9335,230
9336,218
9337,177
9338,206
9339,182
9340,211
9341,218
9342,230
9343,218
9344,222
9345,235
9346,222
9347,292
9348,292
9349,287
9350,287
9351,213
9352,237
9353,228
9354,242
9355,179
9356,216
9357,187
9358,219
9359,225
9360,247
9361,235
9362,252
9363,221
9364,189
9365,226
9366,194
9367,229
9368,257
9369,238
9370,261
9371,283
9372,286
9373,295
9374,295
9375,302
9376,307
9377,346
9378,227
9379,257
9380,260
9381,259
9382,263
9383,263
9384,271
9385,325
9386,330
9387,259
9388,233
9389,305
9390,310
9391,335
9392,356
9393,231
9394,216
9395,216
9396,221
9397,231
9398,221
9399,358
9400,335
9401,313
9402,330
9403,333
9404,335
9405,321
9406,322
9407,287
9408,314
9409,290
9410,314
9411,290
9412,190
9413,217
9414,184
9415,184
9416,179
9417,211
9418,196
9419,232
9420,185
9421,212
9422,232
9423,185
9424,236
9425,210
9426,210
9427,297
9428,297
9429,235
9430,207
9431,203
9432,319
9433,319
9434,253
9435,250
9436,347
9437,260
9438,250
9439,274
9440,333
9441,257
9442,373
9443,380
9444,385
9445,255
9446,372
9447,378
9448,368
9449,261
9450,298
9451,333
9452,248
9453,315
9454,362
9455,176
9456,175
9457,181
9458,152
9459,143
9460,110
9461,112
9462,148
9463,161
9464,155
9465,148
9466,182
9467,187
9468,197
9469,208
9470,200
9471,217
9472,147
9473,173
9474,149
9475,178
9476,152
9477,155
9478,168
9479,185
9480,170
9481,187
9482,241
9483,245
9484,189
9485,230
9486,218
9487,199
9488,231
9489,186
9490,145
9491,152
9492,138
9493,201
9494,159
9495,120
9496,159
9497,160
9498,180
9499,160
9500,160
9501,180
9502,138
9503,154
9504,138
9505,141
9506,156
9507,141
9508,144
9509,215
9510,178
9511,184
9512,147
9513,205
9514,159
9515,159
9516,175
9517,171
9518,178
9519,175
9520,158
9521,161
9522,161
9523,158
9524,208
9525,208
9526,236
9527,265
9528,114
9529,140
9530,124
9531,157
9532,129
9533,145
9534,144
9535,135
9536,149
9537,150
9538,149
9539,183
9540,200
9541,145
9542,156
9543,145
9544,156
9545,165
9546,152
9547,152
9548,440
9549,440
9550,495
9551,570
9552,499
9553,545
9554,198
9555,183
9556,191
9557,204
9558,168
9559,176
9560,205
9561,170
9562,218
9563,230
9564,186
9565,199
9566,142
9567,155
9568,136
9569,150
9570,197
9571,130
9572,150
9573,159
9574,186
9575,143
9576,155
9577,181
9578,184
9579,197
9580,149
9581,149
9582,149
9583,155
9584,176
9585,173
9586,179
9587,190
9588,194
9589,143
9590,140
9591,146
9592,231
9593,233
9594,231
9595,204
9596,250
9597,236
9598,161
9599,161
9600,171
9601,171
9602,136
9603,144
9604,120
9605,158
9606,162
9607,165
9608,192
9609,167
9610,169
9611,186
9612,188
9613,163
9614,196
9615,200
9616,181
9617,183
9618,185
9619,179
9620,179
9621,181
9622,181
9623,184
9624,186
9625,188
9626,150
9627,140
9628,145
9629,142
9630,145
9631,150
9632,139
9633,144
9634,147
9635,138
9636,145
9637,147
9638,142
9639,144
9640,143
9641,168
9642,170
9643,172
9644,171
9645,173
9646,175
9647,170
9648,172
9649,171
9650,173
9651,175
9652,204
9653,206
9654,205
9655,222
9656,222
9657,207
9658,209
9659,211
9660,207
9661,209
9662,212
9663,212
9664,237
9665,116
9666,157
9667,160
9668,154
9669,153
9670,160
9671,159
9672,157
9673,162
9674,158
9675,163
9676,161
9677,117
9678,163
9679,147
9680,154
9681,154
9682,163
9683,157
9684,165
9685,182
9686,155
9687,148
9688,147
9689,154
9690,147
9691,154
9692,150
9693,157
9694,153
9695,158
9696,153
9697,158
9698,153
9699,158
9700,114
9701,119
9702,120
9703,117
9704,114
9705,119
9706,120
9707,117
9708,164
9709,157
9710,164
9711,176
9712,178
9713,211
9714,176
9715,242
9716,264
9717,242
9718,264
9719,259
9720,288
9721,225
9722,290
9723,194
9724,185
9725,187
9726,190
9727,197
9728,219
9729,226
9730,199
9731,192
9732,190
9733,194
9734,201
9735,223
9736,221
9737,228
9738,152
9739,154
9740,164
9741,196
9742,203
9743,198
9744,206
9745,198
9746,159
9747,201
9748,167
9749,209
9750,154
9751,164
9752,196
9753,203
9754,198
9755,206
9756,198
9757,159
9758,201
9759,167
9760,209
9761,164
9762,167
9763,156
9764,159
9765,244
9766,238
9767,242
9768,250
9769,240
9770,247
9771,254
9772,245
9773,247
9774,198
9775,172
9776,210
9777,209
9778,208
9779,208
9780,204
9781,211
9782,212
9783,212
9784,171
9785,178
9786,189
9787,182
9788,196
9789,176
9790,189
9791,190
9792,200
9793,223
9794,216
9795,214
9796,189
9797,189
9798,221
9799,207
9800,218
9801,219
9802,207
9803,219
9804,207
9805,229
9806,209
9807,224
9808,209
9809,224
9810,189
9811,189
9812,224
9813,207
9814,219
9815,209
9816,219
9817,209
9818,219
9819,209
9820,224
9821,209
9822,224
9823,215
9824,235
9825,256
9826,196
9827,211
9828,196
9829,209
9830,232
9831,237
9832,230
9833,134
9834,134
9835,134
9836,134
9837,150
9838,150
9839,157
9840,169
9841,157
9842,169
9843,157
9844,169
9845,157
9846,157
9847,212
9848,116
9849,153
9850,153
9851,172
9852,153
9853,153
9854,157
9855,169
9856,157
9857,172
9858,157
9859,172
9860,157
9861,172
9862,178
9863,159
9864,170
9865,216
9866,220
9867,216
9868,220
9869,216
9870,220
9871,229
9872,235
9873,229
9874,235
9875,237
9876,204
9877,201
9878,201
9879,204
9880,205
9881,205
9882,80
9883,134
9884,134
9885,137
9886,137
9887,139
9888,291
9889,287
9890,287
9891,291
9892,291
9893,183
9894,203
9895,216
9896,154
9897,176
9898,164
9899,166
9900,188
9901,145
9902,150
9903,165
9904,192
9905,146
9906,161
9907,182
9908,193
9909,211
9910,202
9911,218
9912,250
9913,247
9914,176
9915,196
9916,192
9917,206
9918,196
9919,211
9920,169
9921,138
9922,150
9923,181
9924,156
9925,183
9926,158
9927,191
9928,211
9929,205
9930,219
9931,202
9932,246
9933,235
9934,274
9935,215
9936,228
9937,256
9938,223
9939,247
9940,192
9941,224
9942,271
9943,273
9944,273
9945,274
9946,275
9947,277
9948,342
9949,326
9950,355
9951,335
9952,239
9953,219
9954,244
9955,234
9956,249
9957,244
9958,249
9959,229
9960,259
9961,249
9962,274
9963,314
9964,249
9965,254
9966,264
9967,299
9968,299
9969,279
9970,284
9971,304
9972,304
9973,215
9974,191
9975,185
9976,205
9977,220
9978,204
9979,244
9980,157
9981,183
9982,163
9983,191
9984,261
9985,293
9986,217
9987,235
9988,190
9989,214
9990,232
9991,226
9992,238
9993,299
9994,241
9995,262
9996,520
9997,520
9998,520
9999,299
10000,299
10001,282
10002,282
10003,262
10004,284
10005,262
10006,284
10007,397
10008,397
10009,248
10010,248
10011,205
10012,240
10013,205
10014,240
10015,298
10016,298
10017,299
10018,389
10019,281
10020,296
10021,231
10022,237
10023,233
10024,256
10025,265
10026,289
10027,288
10028,287
10029,177
10030,366
10031,366
10032,366
10033,206
10034,243
10035,370
10036,420
10037,430
10038,430
10039,430
10040,430
10041,179
10042,176
10043,205
10044,203
10045,163
10046,169
10047,176
10048,190
10049,149
10050,154
10051,154
10052,161
10053,161
10054,119
10055,119
10056,127
10057,161
10058,168
10059,185
10060,193
10061,192
10062,209
10063,195
10064,215
10065,172
10066,177
10067,174
10068,176
10069,212
10070,218
10071,257
10072,188
10073,240
10074,188
10075,210
10076,215
10077,229
10078,193
10079,209
10080,225
10081,177
10082,223
10083,231
10084,284
10085,180
10086,170
10087,170
10088,180
10089,180
10090,172
10091,184
10092,119
10093,146
10094,180
10095,184
10096,172
10097,133
10098,145
10099,139
10100,156
10101,133
10102,145
10103,139
10104,156
10105,180
10106,182
10107,184
10108,190
10109,180
10110,182
10111,184
10112,190
10113,190
10114,197
10115,197
10116,190
10117,299
10118,299
10119,317
10120,353
10121,228
10122,233
10123,230
10124,233
10125,237
10126,237
10127,266
10128,297
10129,204
10130,214
10131,211
10132,218
10133,211
10134,221
10135,218
10136,211
10137,221
10138,250
10139,262
10140,242
10141,269
10142,254
10143,250
10144,250
10145,254
10146,262
10147,278
10148,278
10149,295
10150,197
10151,185
10152,206
10153,187
10154,206
10155,187
10156,214
10157,245
10158,254
10159,238
10160,245
10161,259
10162,250
10163,167
10164,175
10165,183
10166,172
10167,180
10168,188
10169,175
10170,183
10171,191
10172,245
10173,250
10174,276
10175,290
10176,230
10177,227
10178,225
10179,234
10180,233
10181,230
10182,250
10183,278
10184,289
10185,230
10186,242
10187,214
10188,218
10189,225
10190,214
10191,218
10192,225
10193,230
10194,218
10195,223
10196,180
10197,188
10198,173
10199,183
10200,188
10201,173
10202,183
10203,188
10204,183
10205,191
10206,194
10207,283
10208,274
10209,262
10210,262
10211,266
10212,180
10213,188
10214,193
10215,180
10216,188
10217,193
10218,189
10219,196
10220,202
10221,266
10222,259
10223,254
10224,258
10225,209
10226,194
10227,194
10228,201
10229,281
10230,307
10231,214
10232,218
10233,225
10234,218
10235,214
10236,225
10237,218
10238,230
10239,223
10240,173
10241,183
10242,188
10243,173
10244,188
10245,183
10246,183
10247,191
10248,194
10249,262
10250,262
10251,266
10252,188
10253,180
10254,193
10255,180
10256,188
10257,193
10258,189
10259,202
10260,196
10261,254
10262,254
10263,258
10264,194
10265,194
10266,201
10267,237
10268,218
10269,164
10270,177
10271,271
10272,261
10273,259
10274,259
10275,207
10276,271
10277,299
10278,200
10279,202
10280,209
10281,204
10282,206
10283,214
10284,210
10285,216
10286,220
10287,157
10288,162
10289,162
10290,167
10291,170
10292,175
10293,177
10294,238
10295,250
10296,262
10297,167
10298,172
10299,180
10300,238
10301,183
10302,194
10303,276
10304,310
10305,248
10306,250
10307,324
10308,305
10309,288
10310,350
10311,354
10312,202
10313,202
10314,197
10315,183
10316,202
10317,192
10318,202
10319,209
10320,189
10321,199
10322,207
10323,209
10324,192
10325,197
10326,209
10327,197
10328,209
10329,219
10330,166
10331,164
10332,177
10333,156
10334,161
10335,174
10336,167
10337,162
10338,178
10339,204
10340,214
10341,221
10342,214
10343,211
10344,221
10345,221
10346,194
10347,204
10348,262
10349,254
10350,274
10351,260
10352,204
10353,211
10354,230
10355,235
10356,190
10357,197
10358,237
10359,214
10360,221
10361,192
10362,199
10363,175
10364,177
10365,189
10366,278
10367,269
10368,183
10369,189
10370,198
10371,271
10372,285
10373,225
10374,202
10375,197
10376,195
10377,175
10378,183
10379,192
10380,202
10381,200
10382,209
10383,189
10384,188
10385,185
10386,192
10387,197
10388,199
10389,232
10390,209
10391,192
10392,204
10393,200
10394,212
10395,219
10396,212
10397,164
10398,170
10399,177
10400,266
10401,256
10402,243
10403,257
10404,243
10405,250
10406,273
10407,248
10408,175
10409,181
10410,189
10411,260
10412,263
10413,254
10414,274
10415,260
10416,276
10417,266
10418,204
10419,266
10420,276
10421,285
10422,285
10423,317
10424,355
10425,338
10426,285
10427,285
10428,355
10429,266
10430,266
10431,204
10432,266
10433,276
10434,285
10435,285
10436,317
10437,355
10438,270
10439,275
10440,276
10441,281
10442,300
10443,304
10444,324
10445,237
10446,230
10447,235
10448,241
10449,254
10450,274
10451,268
10452,192
10453,199
10454,192
10455,192
10456,199
10457,192
10458,192
10459,192
10460,199
10461,157
10462,157
10463,174
10464,157
10465,157
10466,174
10467,157
10468,157
10469,174
10470,197
10471,197
10472,204
10473,197
10474,197
10475,204
10476,197
10477,197
10478,204
10479,187
10480,187
10481,187
10482,187
10483,187
10484,187
10485,214
10486,224
10487,224
10488,214
10489,214
10490,224
10491,284
10492,301
10493,284
10494,301
10495,284
10496,301
10497,284
10498,257
10499,177
10500,182
10501,206
10502,189
10503,180
10504,169
10505,199
10506,189
10507,179
10508,164
10509,173
10510,196
10511,179
10512,150
10513,174
10514,203
10515,227
10516,150
10517,194
10518,225
10519,259
10520,235
10521,190
10522,163
10523,190
10524,163
10525,194
10526,225
10527,264
10528,235
10529,163
10530,190
10531,163
10532,190
10533,160
10534,164
10535,164
10536,164
10537,178
10538,166
10539,184
10540,164
10541,196
10542,150
10543,179
10544,168
10545,172
10546,174
10547,203
10548,150
10549,224
10550,234
10551,185
10552,224
10553,185
10554,224
10555,193
10556,228
10557,245
10558,245
10559,228
10560,163
10561,190
10562,163
10563,190
10564,225
10565,249
10566,229
10567,249
10568,185
10569,224
10570,185
10571,224
10572,193
10573,228
10574,255
10575,254
10576,228
10577,163
10578,190
10579,190
10580,163
10581,225
10582,255
10583,229
10584,254
10585,113
10586,116
10587,118
10588,121
10589,120
10590,127
10591,136
10592,117
10593,121
10594,123
10595,128
10596,123
10597,128
10598,128
10599,123
10600,113
10601,118
10602,113
10603,118
10604,113
10605,116
10606,118
10607,121
10608,120
10609,127
10610,113
10611,116
10612,118
10613,121
10614,120
10615,127
10616,121
10617,117
10618,123
10619,128
10620,113
10621,118
10622,123
10623,128
10624,113
10625,118
10626,128
10627,123
10628,113
10629,118
10630,122
10631,126
10632,121
10633,124
10634,121
10635,122
10636,163
10637,187
10638,202
10639,158
10640,187
10641,129
10642,198
10643,174
10644,174
10645,198
10646,198
10647,174
10648,174
10649,198
10650,146
10651,146
10652,146
10653,146
10654,146
10655,156
10656,156
10657,171
10658,192
10659,171
10660,192
10661,192
10662,171
10663,156
10664,192
10665,171
10666,162
10667,162
10668,192
10669,171
10670,171
10671,192
10672,180
10673,146
10674,146
10675,146
10676,231
10677,210
10678,229
10679,242
10680,229
10681,243
10682,203
10683,224
10684,207
10685,218
10686,227
10687,238
10688,278
10689,251
10690,278
10691,278
10692,278
10693,339
10694,339
10695,251
10696,278
10697,251
10698,251
10699,278
10700,251
10701,278
10702,339
10703,339
10704,339
10705,278
10706,225
10707,237
10708,225
10709,230
10710,225
10711,227
10712,237
10713,227
10714,237
10715,237
10716,227
10717,227
10718,237
10719,225
10720,230
10721,225
10722,230
10723,225
10724,235
10725,225
10726,230
10727,275
10728,275
10729,278
10730,275
10731,275
10732,319
10733,296
10734,319
10735,319
10736,225
10737,225
10738,242
10739,229
10740,242
10741,225
10742,196
10743,295
10744,290
10745,160
10746,187
10747,180
10748,183
10749,161
10750,161
10751,183
10752,199
10753,175
10754,181
10755,141
10756,161
10757,143
10758,163
10759,154
10760,122
10761,288
10762,287
10763,177
10764,192
10765,155
10766,177
10767,192
10768,209
10769,208
10770,209
10771,220
10772,164
10773,159
10774,161
10775,161
10776,260
10777,263
10778,232
10779,240
10780,262
10781,221
10782,237
10783,190
10784,230
10785,232
10786,121
10787,153
10788,121
10789,165
10790,136
10791,145
10792,152
10793,138
10794,201
10795,148
10796,165
10797,149
10798,113
10799,153
10800,171
10801,161
10802,185
10803,204
10804,136
10805,120
10806,144
10807,166
10808,183
10809,191
10810,156
10811,153
10812,117
10813,159
10814,189
10815,138
10816,144
10817,156
10818,165
10819,185
10820,189
10821,196
10822,198
10823,164
10824,141
10825,146
10826,159
10827,120
10828,169
10829,189
10830,188
10831,204
10832,138
10833,138
10834,163
10835,124
10836,178
10837,194
10838,194
10839,211
10840,143
10841,143
10842,206
10843,210
10844,168
10845,238
10846,248
10847,187
10848,200
10849,208
10850,178
10851,149
10852,151
10853,185
10854,170
10855,243
10856,234
10857,182
10858,197
10859,206
10860,173
10861,147
10862,148
10863,177
10864,168
10865,229
10866,238
10867,205
10868,160
10869,219
10870,225
10871,193
10872,178
10873,245
10874,221
10875,232
10876,184
10877,218
10878,230
10879,189
10880,231
10881,199
10882,186
10883,176
10884,175
10885,181
10886,152
10887,168
10888,181
10889,274
10890,289
10891,274
10892,289
10893,277
10894,294
10895,269
10896,274
10897,269
10898,274
10899,309
10900,315
10901,269
10902,274
10903,309
10904,339
10905,233
10906,255
10907,268
10908,259
10909,361
10910,378
10911,161
10912,215
10913,161
10914,215
10915,200
10916,227
10917,200
10918,211
10919,202
10920,236
10921,227
10922,200
10923,200
10924,211
10925,202
10926,211
10927,202
10928,236
10929,232
10930,236
10931,232
10932,227
10933,227
10934,218
10935,271
10936,266
10937,139
10938,267
10939,223
10940,211
10941,189
10942,223
10943,211
10944,189
10945,165
10946,165
10947,165
10948,188
10949,188
10950,177
10951,146
10952,146
10953,177
10954,168
10955,181
10956,154
10957,212
10958,196
10959,149
10960,154
10961,173
10962,191
10963,199
10964,180
10965,150
10966,144
10967,201
10968,187
10969,185
10970,196
10971,167
10972,240
10973,205
10974,184
10975,152
10976,204
10977,190
10978,190
10979,203
10980,170
10981,247
10982,175
10983,165
10984,177
10985,177
10986,165
10987,175
10988,165
10989,180
10990,139
10991,145
10992,163
10993,170
10994,162
10995,177
10996,177
10997,165
10998,175
10999,165
11000,180
11001,139
11002,145
11003,139
11004,137
11005,143
11006,174
11007,160
11008,115
11009,110
11010,175
11011,170
11012,194
11013,194
11014,194
11015,285
11016,183
11017,187
11018,224
11019,229
11020,232
11021,232
11022,251
11023,238
11024,206
11025,211
11026,252
11027,252
11028,292
11029,297
11030,232
11031,232
11032,251
11033,244
11034,211
11035,211
11036,252
11037,257
11038,297
11039,297
11040,161
11041,120
11042,184
11043,180
11044,163
11045,144
11046,201
11047,191
11048,173
11049,190
11050,173
11051,184
11052,173
11053,157
11054,152
11055,200
11056,190
11057,197
11058,224
11059,225
11060,243
11061,192
11062,232
11063,275
11064,385
11065,456
11066,405
11067,405
11068,240
11069,217
11070,243
11071,201
11072,240
11073,210
11074,198
11075,226
11076,199
11077,231
11078,218
11079,232
11080,177
11081,204
11082,244
11083,175
11084,197
11085,232
11086,209
11087,238
11088,212
11089,191
11090,263
11091,214
11092,251
11093,202
11094,178
11095,240
11096,214
11097,217
11098,246
11099,202
11100,268
11101,233
11102,254
11103,176
11104,176
11105,205
11106,230
11107,259
11108,139
11109,139
11110,161
11111,180
11112,119
11113,156
11114,135
11115,140
11116,163
11117,163
11118,168
11119,170
11120,214
11121,192
11122,204
11123,140
11124,140
11125,140
11126,211
11127,144
11128,161
11129,168
11130,156
11131,124
11132,135
11133,138
11134,214
11135,192
11136,204
11137,140
11138,140
11139,211
11140,144
11141,182
11142,173
11143,132
11144,144
11145,170
11146,182
11147,173
11148,132
11149,135
11150,170
11151,182
11152,135
11153,187
11154,144
11155,144
11156,180
11157,132
11158,144
11159,170
11160,180
11161,132
11162,135
11163,170
11164,180
11165,135
11166,185
11167,161
11168,182
11169,132
11170,173
11171,176
11172,140
11173,216
11174,221
11175,194
11176,173
11177,143
11178,221
11179,192
11180,214
11181,143
11182,221
11183,194
11184,192
11185,221
11186,143
11187,192
11188,173
11189,173
11190,140
11191,194
11192,163
11193,173
11194,143
11195,192
11196,218
11197,214
11198,140
11199,194
11200,221
11201,192
11202,218
11203,140
11204,192
11205,199
11206,151
11207,154
11208,206
11209,199
11210,154
11211,192
11212,154
11213,216
11214,233
11215,250
11216,229
11217,232
11218,251
11219,254
11220,253
11221,204
11222,206
11223,235
11224,236
11225,210
11226,227
11227,230
11228,242
11229,290
11230,212
11231,206
11232,219
11233,265
11234,227
11235,229
11236,218
11237,224
11238,230
11239,234
11240,222
11241,232
11242,226
11243,235
11244,248
11245,230
11246,217
11247,215
11248,209
11249,206
11250,220
11251,226
11252,215
11253,221
11254,216
11255,218
11256,238
11257,119
11258,152
11259,220
11260,220
11261,193
11262,220
11263,193
11264,193
11265,250
11266,215
11267,230
11268,198
11269,190
11270,285
11271,260
11272,150
11273,170
11274,170
11275,150
11276,189
11277,185
11278,184
11279,179
11280,171
11281,171
11282,192
11283,192
11284,130
11285,130
11286,178
11287,166
11288,152
11289,145
11290,249
11291,171
11292,187
11293,172
11294,155
11295,158
11296,191
11297,221
11298,193
11299,224
11300,173
11301,202
11302,213
11303,206
11304,233
11305,263
11306,185
11307,200
11308,159
11309,159
11310,168
11311,190
11312,168
11313,188
11314,172
11315,198
11316,153
11317,152
11318,153
11319,154
11320,156
11321,174
11322,181
11323,195
11324,164
11325,274
11326,250
11327,253
11328,277
11329,320
11330,340
11331,292
11332,387
11333,178
11334,191
11335,226
11336,259
11337,120
11338,175
11339,190
11340,211
11341,224
11342,134
11343,129
11344,150
11345,133
11346,138
11347,117
11348,162
11349,165
11350,154
11351,165
11352,133
11353,151
11354,156
11355,154
11356,156
11357,154
11358,144
11359,156
11360,151
11361,180
11362,173
11363,168
11364,171
11365,172
11366,190
11367,185
11368,195
11369,197
11370,175
11371,201
11372,171
11373,132
11374,130
11375,192
11376,211
11377,187
11378,207
11379,159
11380,154
11381,202
11382,119
11383,173
11384,180
11385,171
11386,151
11387,151
11388,151
11389,151
11390,151
11391,151
11392,168
11393,185
11394,190
11395,172
11396,171
11397,195
11398,197
11399,201
11400,175
11401,130
11402,132
11403,119
11404,190
11405,207
11406,211
11407,192
11408,154
11409,159
11410,202
11411,173
11412,178
11413,170
11414,175
11415,167
11416,172
11417,170
11418,161
11419,160
11420,159
11421,151
11422,168
11423,165
11424,185
11425,171
11426,167
11427,151
11428,190
11429,182
11430,151
11431,185
11432,171
11433,179
11434,167
11435,151
11436,178
11437,200
11438,172
11439,151
11440,201
11441,191
11442,151
11443,200
11444,178
11445,189
11446,172
11447,180
11448,175
11449,167
11450,180
11451,174
11452,172
11453,180
11454,174
11455,174
11456,129
11457,130
11458,126
11459,119
11460,119
11461,130
11462,126
11463,132
11464,129
11465,130
11466,126
11467,124
11468,190
11469,182
11470,167
11471,207
11472,199
11473,190
11474,182
11475,167
11476,211
11477,192
11478,201
11479,184
11480,167
11481,207
11482,190
11483,182
11484,199
11485,214
11486,151
11487,181
11488,154
11489,181
11490,154
11491,186
11492,159
11493,186
11494,158
11495,202
11496,194
11497,212
11498,207
11499,196
11500,204
11501,202
11502,201
11503,194
11504,175
11505,192
11506,219
11507,209
11508,214
11509,192
11510,184
11511,219
11512,214
11513,214
11514,209
11515,202
11516,187
11517,209
11518,190
11519,214
11520,202
11521,207
11522,190
11523,182
11524,214
11525,211
11526,207
11527,197
11528,187
11529,214
11530,202
11531,207
11532,135
11533,149
11534,151
11535,154
11536,173
11537,190
11538,192
11539,127
11540,127
11541,190
11542,135
11543,132
11544,131
11545,129
11546,135
11547,132
11548,131
11549,129
11550,118
11551,154
11552,149
11553,146
11554,144
11555,149
11556,154
11557,146
11558,144
11559,151
11560,143
11561,151
11562,143
11563,188
11564,173
11565,178
11566,163
11567,190
11568,173
11569,180
11570,163
11571,168
11572,168
11573,126
11574,130
11575,126
11576,130
11577,126
11578,130
11579,126
11580,126
11581,130
11582,190
11583,185
11584,190
11585,185
11586,235
11587,257
11588,232
11589,273
11590,273
11591,316
11592,344
11593,312
11594,254
11595,232
11596,235
11597,273
11598,280
11599,312
11600,344
11601,316
11602,197
11603,192
11604,236
11605,248
11606,231
11607,243
11608,257
11609,279
11610,255
11611,276
11612,192
11613,197
11614,243
11615,231
11616,248
11617,236
11618,276
11619,262
11620,279
11621,262
11622,284
11623,258
11624,286
11625,260
11626,248
11627,231
11628,252
11629,236
11630,189
11631,192
11632,276
11633,257
11634,279
11635,262
11636,258
11637,286
11638,284
11639,260
11640,171
11641,195
11642,211
11643,187
11644,192
11645,207
11646,183
11647,187
11648,157
11649,154
11650,178
11651,176
11652,207
11653,224
11654,202
11655,219
11656,252
11657,238
11658,250
11659,236
11660,233
11661,161
11662,169
11663,184
11664,177
11665,184
11666,177
11667,184
11668,177
11669,184
11670,177
11671,177
11672,184
11673,177
11674,184
11675,177
11676,184
11677,177
11678,190
11679,182
11680,190
11681,182
11682,190
11683,182
11684,159
11685,159
11686,151
11687,159
11688,151
11689,159
11690,151
11691,159
11692,151
11693,159
11694,151
11695,159
11696,151
11697,159
11698,151
11699,159
11700,151
11701,159
11702,151
11703,159
11704,151
11705,226
11706,206
11707,197
11708,223
11709,226
11710,206
11711,197
11712,223
11713,226
11714,206
11715,197
11716,223
11717,206
11718,226
11719,226
11720,197
11721,223
11722,223
11723,226
11724,206
11725,223
11726,226
11727,206
11728,197
11729,223
11730,226
11731,206
11732,197
11733,226
11734,206
11735,223
11736,197
11737,226
11738,206
11739,197
11740,223
11741,208
11742,176
11743,199
11744,161
11745,176
11746,208
11747,199
11748,161
11749,208
11750,176
11751,199
11752,161
11753,208
11754,176
11755,161
11756,199
11757,208
11758,178
11759,161
11760,199
11761,208
11762,176
11763,199
11764,176
11765,208
11766,161
11767,199
11768,208
11769,176
11770,161
11771,208
11772,176
11773,199
11774,161
11775,257
11776,257
11777,243
11778,235
11779,252
11780,257
11781,243
11782,235
11783,252
11784,243
11785,235
11786,205
11787,205
11788,205
11789,202
11790,190
11791,207
11792,219
11793,178
11794,208
11795,214
11796,228
11797,190
11798,219
11799,207
11800,175
11801,243
11802,228
11803,214
11804,172
11805,190
11806,180
11807,184
11808,207
11809,196
11810,219
11811,208
11812,219
11813,219
11814,208
11815,219
11816,208
11817,243
11818,243
11819,225
11820,199
11821,175
11822,196
11823,169
11824,228
11825,214
11826,214
11827,204
11828,185
11829,197
11830,209
11831,143
11832,228
11833,209
11834,214
11835,173
11836,187
11837,211
11838,223
11839,201
11840,170
11841,192
11842,206
11843,149
11844,143
11845,149
11846,178
11847,178
11848,197
11849,214
11850,235
11851,266
11852,190
11853,159
11854,154
11855,305
11856,293
11857,213
11858,235
11859,219
11860,317
11861,194
11862,221
11863,168
11864,170
11865,194
11866,146
11867,149
11868,149
11869,146
11870,176
11871,181
11872,197
11873,163
11874,204
11875,192
11876,146
11877,178
11878,146
11879,194
11880,276
11881,235
11882,211
11883,266
11884,163
11885,201
11886,170
11887,204
11888,192
11889,143
11890,146
11891,146
11892,143
11893,146
11894,178
11895,146
11896,178
11897,194
11898,278
11899,211
11900,235
11901,266
11902,243
11903,254
11904,262
11905,254
11906,262
11907,257
11908,139
11909,163
11910,119
11911,151
11912,175
11913,175
11914,151
11915,178
11916,119
11917,219
